id,country,city,age,income
781,USA,Los Angeles,33,68852.95
782,Brazil,Rio de Janeiro,63,33053.16
783,Germany,Munich,79,50939.73
784,Germany,Berlin,63,86114.78
785,USA,New York,31,56800.68
786,India,Bangalore,74,61501.74
787,USA,Chicago,41,45069.52
788,Canada,Montreal,42,58794.54
789,USA,New York,78,68237.92
790,Germany,Frankfurt,63,27287.36
791,USA,Los Angeles,68,48555.72
792,India,Bangalore,79,55246.21
793,Brazil,Rio de Janeiro,52,49154.6
794,France,Paris,34,42692.99
795,USA,Los Angeles,63,70927.76
796,India,Delhi,59,53054.44
797,India,Delhi,62,39483.12
798,Brazil,Sao Paulo,71,64763.45
799,Germany,Berlin,21,70846.26
800,India,Mumbai,28,67111.18
801,India,Mumbai,64,43765.72
802,India,Bangalore,32,44413.82
803,India,Mumbai,47,34398.67
804,Canada,Vancouver,41,53809.87
805,Canada,Toronto,19,66478.37
806,Germany,Frankfurt,60,58462.72
807,USA,Chicago,51,76281.05
808,India,Bangalore,40,20894.46
809,Brazil,Rio de Janeiro,78,52102.69
810,USA,New York,48,62474.88
811,Brazil,Sao Paulo,54,40866.54
812,USA,New York,30,33027.21
813,Germany,Munich,50,31892.41
814,India,Delhi,24,51566.02
815,India,Bangalore,49,31517.99
816,France,Marseille,24,72095.6
817,Brazil,Sao Paulo,59,57724.06
818,USA,Los Angeles,55,46988.9
819,USA,Los Angeles,69,48792.54
820,Canada,Toronto,61,66228.88
821,France,Paris,30,70113.49
822,Canada,Montreal,41,35991.23
823,Canada,Montreal,45,39002.59
824,Canada,Montreal,49,44640.02
825,Brazil,Sao Paulo,60,40630.93
826,Brazil,Sao Paulo,35,22928.63
827,Germany,Frankfurt,51,37776.82
828,Germany,Frankfurt,65,39442.81
829,Canada,Vancouver,51,31997.69
830,France,Lyon,68,56604.2
831,USA,Chicago,55,48112.68
832,Brazil,Brasilia,18,59259.31
833,France,Lyon,60,35228.34
834,India,Bangalore,67,59508.53
835,Brazil,Rio de Janeiro,59,52170.8
836,Brazil,Rio de Janeiro,48,41773.03
837,Germany,Munich,67,74064.27
838,USA,New York,79,51690.59
839,USA,New York,77,42101.79
840,India,Bangalore,18,54215.53
841,India,Delhi,68,35802.72
842,Brazil,Sao Paulo,33,47348.48
843,Canada,Montreal,75,80436.32
844,Germany,Frankfurt,56,23456.09
845,Germany,Frankfurt,32,42076.64
846,Brazil,Brasilia,78,47786.12
847,France,Marseille,50,44503.99
848,Canada,Vancouver,40,42490.29
849,Brazil,Brasilia,70,75398.63
850,Canada,Vancouver,58,41677.29
851,Canada,Toronto,51,55952.58
852,Canada,Montreal,34,40811.63
853,Brazil,Sao Paulo,42,55987.79
854,Germany,Munich,73,64035.16
855,Germany,Munich,59,48884.38
856,Canada,Toronto,23,41422.78
857,France,Marseille,48,48147.21
858,USA,Chicago,22,58026.17
859,Brazil,Sao Paulo,57,62996.95
860,USA,New York,57,53855.4
861,France,Paris,47,48807.61
862,Brazil,Brasilia,22,69182.23
863,Canada,Montreal,29,40600.97
864,Germany,Frankfurt,24,43816.21
865,USA,New York,62,76905.42
866,India,Bangalore,30,48548.78
867,India,Delhi,66,59885.68
868,France,Paris,21,36696.68
869,Canada,Montreal,67,65014.83
870,USA,New York,59,32740.7
871,Canada,Vancouver,20,31626.04
872,USA,Los Angeles,29,63387.14
873,France,Paris,18,44578.71
874,France,Paris,44,46364.32
875,India,Delhi,60,56458.97
876,Canada,Toronto,67,45648.88
877,Brazil,Rio de Janeiro,30,34284.24
878,India,Delhi,34,41481.29
879,Canada,Montreal,25,35378.0
880,India,Mumbai,49,67420.26
881,Brazil,Sao Paulo,37,68085.6
882,Germany,Frankfurt,68,37389.29
883,Germany,Munich,34,56531.8
884,Germany,Berlin,51,45911.5
885,Germany,Frankfurt,52,71891.24
886,USA,Chicago,52,85541.53
887,Germany,Berlin,55,60976.57
888,Brazil,Brasilia,59,42294.07
889,France,Lyon,41,32616.29
890,France,Marseille,71,53671.17
891,USA,Los Angeles,35,47661.45
892,Germany,Munich,67,28363.37
893,Germany,Berlin,63,51190.54
894,Germany,Frankfurt,65,81685.5
895,India,Delhi,56,62085.69
896,Canada,Vancouver,50,32572.97
897,India,Bangalore,66,49723.79
898,Canada,Vancouver,40,55601.88
899,Germany,Frankfurt,42,57386.41
900,Germany,Berlin,54,25456.25
901,India,Delhi,44,48240.11
902,India,Delhi,18,53915.3
903,Canada,Montreal,38,47201.74
904,France,Marseille,76,21064.98
905,Canada,Montreal,66,47725.23
906,India,Bangalore,27,61762.16
907,Brazil,Rio de Janeiro,48,41420.29
908,India,Mumbai,61,42950.94
909,Brazil,Sao Paulo,42,70967.22
910,USA,New York,37,47002.54
911,India,Mumbai,74,51678.5
912,USA,Chicago,19,22033.42
913,France,Lyon,72,34207.01
914,Canada,Vancouver,65,82845.18
915,Brazil,Rio de Janeiro,32,74832.7
916,Canada,Montreal,45,57093.14
917,USA,Los Angeles,30,15697.28
918,Brazil,Brasilia,67,30024.94
919,Canada,Vancouver,77,29622.81
920,India,Mumbai,69,29403.59
921,Germany,Frankfurt,71,44209.66
922,USA,Los Angeles,31,61711.06
923,Canada,Toronto,67,40521.35
924,USA,New York,19,45343.44
925,USA,New York,51,45391.96
926,Brazil,Brasilia,52,63548.46
927,Brazil,Brasilia,54,63398.16
928,Germany,Munich,42,52429.99
929,India,Mumbai,65,69176.56
930,USA,Los Angeles,71,44257.1
931,Canada,Vancouver,32,76203.87
932,France,Paris,29,40908.84
933,USA,Los Angeles,79,20478.32
934,USA,Chicago,26,31056.18
935,Germany,Munich,75,29723.04
936,India,Mumbai,48,38897.11
937,France,Marseille,31,66929.21
938,Brazil,Brasilia,46,43263.05
939,Brazil,Rio de Janeiro,70,29675.05
940,Canada,Vancouver,65,28157.03
941,France,Marseille,60,49137.09
942,Brazil,Rio de Janeiro,55,72871.12
943,Canada,Toronto,59,53315.61
944,India,Delhi,77,64158.22
945,Canada,Vancouver,25,56027.43
946,Brazil,Brasilia,65,27102.63
947,Germany,Munich,20,59020.34
948,Germany,Munich,19,32914.54
949,Germany,Munich,33,43748.27
950,Brazil,Sao Paulo,36,39159.79
951,Germany,Munich,47,48445.88
952,France,Paris,58,46270.63
953,India,Mumbai,33,44290.23
954,Canada,Toronto,48,45861.89
955,Canada,Toronto,71,54015.8
956,Brazil,Brasilia,75,45860.91
957,Germany,Berlin,45,47411.02
958,Germany,Munich,21,79882.63
959,USA,New York,27,65593.39
960,India,Delhi,68,42522.85
961,France,Paris,62,51600.36
962,Canada,Montreal,35,50426.23
963,USA,New York,64,51199.35
964,USA,New York,49,49686.08
965,Brazil,Brasilia,47,51307.96
966,Canada,Toronto,53,46223.37
967,Brazil,Rio de Janeiro,26,40781.82
968,France,Paris,53,44182.25
969,USA,New York,46,23959.88
970,USA,New York,33,60426.14
971,India,Bangalore,45,57231.44
972,France,Paris,38,80173.99
973,USA,New York,64,32067.21
974,France,Lyon,73,43946.24
975,Canada,Toronto,19,67504.8
976,Germany,Berlin,77,55383.35
977,USA,New York,76,74473.06
978,India,Mumbai,63,72144.04
979,Canada,Vancouver,52,13551.33
980,France,Lyon,71,53860.56
981,Brazil,Brasilia,45,53939.76
982,Canada,Toronto,72,49657.63
983,USA,Chicago,53,43483.03
984,France,Marseille,79,73431.3
985,Germany,Berlin,48,49594.52
986,Canada,Vancouver,50,2945.83
987,USA,Los Angeles,40,43361.57
988,India,Mumbai,77,81067.62
989,Brazil,Sao Paulo,58,33244.36
990,France,Lyon,34,68263.04
991,Canada,Toronto,63,65637.07
992,Canada,Toronto,66,46161.73
993,Germany,Berlin,18,52836.49
994,Germany,Munich,59,48955.06
995,India,Bangalore,40,42090.11
996,Brazil,Brasilia,65,39971.94
997,India,Mumbai,44,71310.01
998,USA,Los Angeles,42,47397.57
999,USA,New York,49,38419.97
1000,India,Delhi,36,58237.7
1001,Brazil,Sao Paulo,41,56396.89
1002,India,Delhi,74,27619.84
1003,Brazil,Rio de Janeiro,20,40337.09
1004,Brazil,Brasilia,77,24518.02
1005,France,Paris,29,88251.93
1006,Brazil,Brasilia,52,44558.93
1007,Germany,Frankfurt,32,39848.13
1008,Brazil,Rio de Janeiro,34,42497.49
1009,Brazil,Sao Paulo,67,38687.16
1010,Brazil,Rio de Janeiro,49,47254.53
1011,USA,Los Angeles,24,68526.29
1012,Germany,Munich,36,51460.11
1013,Germany,Berlin,24,29185.97
1014,India,Mumbai,22,32780.11
1015,France,Lyon,75,52619.07
1016,Brazil,Sao Paulo,57,37511.33
1017,Canada,Vancouver,38,47137.72
1018,France,Paris,65,89685.52
1019,France,Paris,65,34914.43
1020,Germany,Frankfurt,68,28307.04
1021,France,Lyon,74,38896.0
1022,Brazil,Brasilia,64,23012.42
1023,Brazil,Brasilia,24,69291.56
1024,USA,Los Angeles,54,32610.52
1025,Brazil,Rio de Janeiro,40,35390.53
1026,Brazil,Sao Paulo,28,29998.55
1027,Germany,Munich,27,24625.18
1028,Brazil,Brasilia,74,49177.23
1029,USA,Chicago,38,38732.48
1030,Canada,Vancouver,72,22929.62
1031,Germany,Frankfurt,76,44416.77
1032,Canada,Toronto,58,55484.91
1033,Germany,Frankfurt,50,43370.21
1034,India,Mumbai,37,58989.22
1035,France,Marseille,50,75478.04
1036,India,Mumbai,57,62217.42
1037,Brazil,Sao Paulo,52,53237.78
1038,Canada,Vancouver,51,62182.91
1039,Brazil,Sao Paulo,79,83406.69
1040,France,Lyon,53,28381.28
1041,Germany,Frankfurt,44,59490.78
1042,France,Marseille,36,35045.72
1043,USA,Chicago,60,53625.75
1044,France,Paris,22,30168.73
1045,USA,Chicago,46,61338.47
1046,France,Marseille,73,54198.87
1047,USA,Los Angeles,27,72492.54
1048,Canada,Vancouver,73,45930.9
1049,Brazil,Brasilia,76,45453.56
1050,Brazil,Brasilia,72,45603.44
1051,India,Mumbai,57,86917.21
1052,Brazil,Sao Paulo,30,59502.45
1053,Germany,Frankfurt,46,70170.12
1054,France,Lyon,22,60865.35
1055,India,Bangalore,75,63229.3
1056,Germany,Berlin,75,27873.24
1057,Germany,Munich,76,41602.39
1058,USA,Los Angeles,29,40680.19
1059,Brazil,Sao Paulo,76,50886.25
1060,Canada,Montreal,30,48447.49
1061,Canada,Montreal,39,25884.87
1062,India,Bangalore,57,50644.11
1063,Canada,Toronto,32,19812.55
1064,France,Lyon,30,61647.06
1065,Canada,Toronto,18,51559.3
1066,India,Bangalore,71,68680.37
1067,Canada,Toronto,55,53192.72
1068,France,Lyon,60,43064.1
1069,USA,New York,62,26356.48
1070,India,Bangalore,70,44082.18
1071,USA,Los Angeles,69,38184.33
1072,USA,New York,18,55573.26
1073,USA,New York,28,43683.46
1074,Germany,Munich,75,59073.72
1075,Brazil,Rio de Janeiro,60,70307.54
1076,Germany,Frankfurt,57,28788.76
1077,Brazil,Rio de Janeiro,39,49960.89
1078,USA,Chicago,52,49283.85
1079,India,Mumbai,77,54713.38
1080,Brazil,Brasilia,68,60299.79
1081,France,Paris,61,73816.33
1082,France,Lyon,23,33357.88
1083,Canada,Toronto,45,26418.66
1084,Brazil,Rio de Janeiro,48,52827.67
1085,India,Mumbai,72,56742.66
1086,Germany,Berlin,25,60804.86
1087,USA,New York,22,38583.52
1088,Canada,Toronto,59,26332.27
1089,France,Marseille,71,68284.53
1090,Germany,Berlin,65,57687.11
1091,Germany,Frankfurt,61,44319.53
1092,USA,Los Angeles,34,17807.91
1093,Brazil,Rio de Janeiro,55,39963.65
1094,France,Marseille,26,60430.83
1095,India,Delhi,27,56521.96
1096,Germany,Munich,37,29325.42
1097,USA,New York,31,59286.78
1098,India,Mumbai,31,48677.14
1099,Brazil,Sao Paulo,43,69006.09
1100,France,Marseille,46,39530.99
1101,Brazil,Brasilia,66,40745.31
1102,Germany,Munich,79,51726.44
1103,India,Mumbai,44,43735.15
1104,India,Bangalore,42,36897.87
1105,India,Bangalore,33,77621.58
1106,Germany,Berlin,53,71314.43
1107,Germany,Frankfurt,51,35601.32
1108,Brazil,Sao Paulo,33,53304.84
1109,Canada,Vancouver,50,27020.58
1110,Brazil,Rio de Janeiro,20,75518.47
1111,France,Lyon,40,61402.13
1112,USA,New York,28,65054.87
1113,India,Bangalore,65,46226.86
1114,Canada,Vancouver,75,67620.46
1115,USA,Los Angeles,35,67660.27
1116,Canada,Vancouver,64,47530.27
1117,Brazil,Brasilia,58,32764.94
1118,Germany,Frankfurt,61,56528.13
1119,India,Mumbai,46,48102.12
1120,Brazil,Rio de Janeiro,76,77788.25
1121,USA,Chicago,67,50759.48
1122,USA,New York,22,51596.82
1123,USA,Los Angeles,41,62104.7
1124,USA,Chicago,46,50049.14
1125,USA,Chicago,46,60415.34
1126,Canada,Toronto,77,41914.54
1127,Brazil,Rio de Janeiro,43,33221.6
1128,India,Delhi,57,36311.47
1129,Germany,Frankfurt,20,44943.13
1130,Germany,Munich,19,51779.31
1131,Brazil,Sao Paulo,42,57485.56
1132,Brazil,Brasilia,36,56834.72
1133,Germany,Frankfurt,57,50151.11
1134,Germany,Berlin,19,33948.6
1135,Canada,Montreal,36,60482.39
1136,France,Lyon,18,27479.84
1137,India,Delhi,79,32486.2
1138,USA,Chicago,44,50677.94
1139,France,Paris,71,61946.79
1140,Brazil,Sao Paulo,62,59409.68
1141,Germany,Munich,72,48494.98
1142,France,Paris,69,56671.26
1143,India,Bangalore,66,34018.19
1144,Brazil,Brasilia,52,41573.04
1145,USA,Los Angeles,58,41800.44
1146,USA,Los Angeles,22,35376.84
1147,India,Delhi,55,44610.63
1148,India,Mumbai,21,46867.64
1149,Germany,Frankfurt,34,43065.59
1150,USA,Chicago,79,46148.82
1151,Brazil,Brasilia,70,7077.61
1152,France,Lyon,38,55785.39
1153,Brazil,Brasilia,70,43915.78
1154,Canada,Toronto,65,43901.6
1155,Canada,Toronto,48,29175.71
1156,India,Bangalore,65,73265.09
1157,Germany,Munich,39,73975.08
1158,Canada,Montreal,28,24971.63
1159,USA,New York,51,46467.05
1160,Brazil,Sao Paulo,66,63916.89
1161,Brazil,Sao Paulo,32,44621.98
1162,India,Bangalore,67,40907.96
1163,France,Paris,78,39933.72
1164,India,Delhi,27,54690.57
1165,France,Marseille,55,89230.9
1166,India,Bangalore,49,62418.52
1167,India,Mumbai,70,33371.64
1168,India,Mumbai,65,40566.75
1169,France,Lyon,48,45983.69
1170,France,Marseille,54,37112.5
1171,India,Mumbai,61,34314.74
1172,Canada,Vancouver,45,61248.95
1173,Germany,Berlin,48,42455.98
1174,Germany,Frankfurt,23,55577.22
1175,Germany,Berlin,31,76736.43
1176,France,Marseille,75,42134.97
1177,France,Paris,40,54119.39
1178,Canada,Montreal,33,34645.66
1179,Germany,Munich,42,56232.65
1180,Germany,Frankfurt,56,69500.67
1181,India,Delhi,19,68726.71
1182,France,Marseille,55,50634.59
1183,Germany,Munich,58,42215.53
1184,Brazil,Sao Paulo,56,53552.06
1185,Canada,Montreal,51,50766.67
1186,Brazil,Sao Paulo,68,56917.08
1187,Brazil,Rio de Janeiro,57,40482.8
1188,Canada,Montreal,60,43997.49
1189,Brazil,Brasilia,42,46725.44
1190,Germany,Berlin,53,59996.96
1191,France,Marseille,33,61987.69
1192,Canada,Montreal,74,43526.56
1193,India,Mumbai,35,32735.24
1194,Brazil,Brasilia,30,55439.61
1195,Canada,Toronto,76,60978.72
1196,USA,New York,54,47987.74
1197,USA,New York,44,39295.86
1198,France,Paris,51,42830.45
1199,Germany,Berlin,28,74590.09
1200,France,Lyon,18,53325.95
1201,France,Lyon,30,65200.87
1202,France,Paris,47,37953.61
1203,France,Lyon,22,68153.68
1204,India,Delhi,35,63420.29
1205,India,Bangalore,31,48463.78
1206,Canada,Toronto,30,59134.1
1207,USA,Los Angeles,49,69409.01
1208,France,Marseille,24,33379.68
1209,Canada,Montreal,25,42114.0
1210,USA,New York,67,57860.51
1211,Brazil,Sao Paulo,24,50303.72
1212,Germany,Frankfurt,69,56169.34
1213,India,Mumbai,66,60322.32
1214,Brazil,Sao Paulo,33,57479.33
1215,USA,Chicago,60,46207.46
1216,Brazil,Brasilia,48,47240.7
1217,Germany,Berlin,68,73330.07
1218,USA,Los Angeles,44,51293.04
1219,Brazil,Sao Paulo,77,70329.77
1220,India,Delhi,50,71372.37
1221,India,Bangalore,70,38285.77
1222,Canada,Vancouver,46,61032.65
1223,Brazil,Brasilia,25,33796.82
1224,France,Paris,50,74257.5
1225,Brazil,Sao Paulo,79,52828.38
1226,USA,Chicago,58,52100.25
1227,USA,Chicago,36,37023.13
1228,Brazil,Brasilia,38,40898.14
1229,Germany,Berlin,58,53392.85
1230,India,Mumbai,38,51364.88
1231,USA,Los Angeles,42,44223.25
1232,India,Bangalore,59,63175.09
1233,USA,Los Angeles,73,49963.08
1234,Canada,Toronto,40,34840.05
1235,France,Lyon,28,60805.72
1236,USA,Los Angeles,50,32610.86
1237,India,Mumbai,37,21148.44
1238,Canada,Toronto,42,51442.35
1239,USA,Chicago,43,34539.7
1240,Germany,Munich,57,52671.68
1241,France,Paris,69,62245.37
1242,USA,New York,29,64767.56
1243,Canada,Vancouver,49,57464.72
1244,Germany,Berlin,50,30109.05
1245,Brazil,Brasilia,27,39197.72
1246,Canada,Montreal,21,50081.23
1247,Canada,Vancouver,32,50226.2
1248,Germany,Frankfurt,68,35871.36
1249,Canada,Toronto,23,43063.51
1250,Germany,Berlin,44,62155.37
1251,USA,New York,22,57556.16
1252,Germany,Berlin,22,45373.2
1253,Germany,Munich,35,65444.79
1254,France,Marseille,45,30102.36
1255,Germany,Frankfurt,52,62333.04
1256,Germany,Berlin,76,60268.91
1257,Brazil,Rio de Janeiro,39,61200.39
1258,USA,New York,51,54446.92
1259,France,Paris,21,40201.27
1260,Brazil,Rio de Janeiro,35,58879.88
1261,India,Delhi,58,43765.68
1262,USA,New York,68,53078.57
1263,USA,Chicago,43,39081.51
1264,India,Mumbai,59,44826.63
1265,Germany,Frankfurt,39,47851.26
1266,Brazil,Brasilia,64,55995.86
1267,Canada,Vancouver,50,58507.91
1268,France,Lyon,78,75435.49
1269,Canada,Toronto,60,52221.9
1270,India,Bangalore,31,35784.06
1271,USA,Chicago,48,61999.48
1272,USA,New York,27,55064.51
1273,France,Paris,68,47144.43
1274,USA,New York,41,43992.88
1275,USA,Los Angeles,38,40726.45
1276,France,Paris,65,40228.15
1277,Brazil,Sao Paulo,25,31693.01
1278,Brazil,Brasilia,49,64482.65
1279,France,Paris,48,56521.99
1280,India,Bangalore,51,51395.86
1281,USA,Chicago,40,40688.76
1282,USA,Los Angeles,42,66340.53
1283,India,Mumbai,24,28690.46
1284,Brazil,Sao Paulo,36,48035.11
1285,Germany,Frankfurt,24,64732.2
1286,Germany,Munich,64,20110.57
1287,Germany,Munich,25,52640.75
1288,Brazil,Sao Paulo,31,40097.64
1289,Brazil,Brasilia,18,51817.42
1290,India,Mumbai,78,44383.24
1291,USA,New York,30,58905.37
1292,India,Mumbai,20,68488.16
1293,India,Mumbai,70,87699.9
1294,Brazil,Brasilia,45,48299.0
1295,Germany,Munich,55,61069.59
1296,Canada,Toronto,68,55132.31
1297,USA,New York,32,56241.22
1298,Brazil,Sao Paulo,53,72137.0
1299,Germany,Berlin,70,39737.1
1300,Canada,Vancouver,20,44625.73
1301,Canada,Vancouver,21,47367.9
1302,Brazil,Rio de Janeiro,22,35227.27
1303,France,Lyon,67,49977.88
1304,USA,New York,43,59869.55
1305,Canada,Montreal,42,62425.43
1306,Brazil,Rio de Janeiro,27,47242.61
1307,Brazil,Rio de Janeiro,25,67130.54
1308,Germany,Berlin,29,18893.26
1309,France,Paris,71,84880.73
1310,USA,New York,75,58508.85
1311,India,Mumbai,76,43543.47
1312,Germany,Frankfurt,20,56931.52
1313,Canada,Montreal,44,47708.19
1314,Canada,Vancouver,67,18661.73
1315,Germany,Frankfurt,40,50703.59
1316,Brazil,Rio de Janeiro,57,63672.6
1317,Canada,Vancouver,75,64456.88
1318,France,Marseille,50,53775.47
1319,USA,Los Angeles,31,64366.57
1320,France,Paris,71,56531.6
1321,Canada,Vancouver,40,53338.64
1322,India,Mumbai,48,39665.11
1323,USA,Chicago,30,44791.84
1324,USA,Chicago,74,46154.57
1325,Germany,Munich,29,54282.18
1326,Germany,Berlin,52,62047.3
1327,India,Delhi,35,40783.59
1328,Brazil,Brasilia,38,29123.59
1329,USA,Los Angeles,62,71596.41
1330,India,Delhi,64,35470.69
1331,Germany,Berlin,59,57351.43
1332,Germany,Frankfurt,18,53797.75
1333,USA,Los Angeles,78,44834.97
1334,France,Paris,55,59111.87
1335,Canada,Vancouver,58,31885.55
1336,Germany,Berlin,59,74460.94
1337,Brazil,Sao Paulo,64,89523.17
1338,Brazil,Rio de Janeiro,26,68463.73
1339,Germany,Frankfurt,40,37848.64
1340,France,Marseille,31,15114.68
1341,France,Paris,28,57160.46
1342,India,Bangalore,24,30599.41
1343,Brazil,Sao Paulo,48,43802.61
1344,India,Bangalore,41,72842.33
1345,Brazil,Rio de Janeiro,43,74355.23
1346,Canada,Montreal,47,75974.99
1347,Canada,Toronto,51,51476.22
1348,USA,New York,63,63449.0
1349,India,Bangalore,55,20128.36
1350,Germany,Munich,22,27512.68
1351,India,Mumbai,22,45677.07
1352,Germany,Berlin,78,62619.45
1353,France,Paris,36,43603.82
1354,India,Mumbai,68,62039.88
1355,France,Paris,55,32696.68
1356,Canada,Vancouver,45,51530.47
1357,Canada,Montreal,43,58248.24
1358,USA,Los Angeles,78,61361.07
1359,India,Delhi,59,43226.59
1360,France,Paris,40,50429.94
1361,Germany,Munich,63,26888.88
1362,Canada,Toronto,66,48423.73
1363,Canada,Vancouver,47,66225.19
1364,Germany,Berlin,20,46056.64
1365,France,Paris,45,38781.01
1366,France,Lyon,50,61721.41
1367,India,Delhi,59,84278.13
1368,India,Bangalore,20,82599.06
1369,Brazil,Brasilia,22,53921.34
1370,Brazil,Brasilia,74,61557.55
1371,USA,Los Angeles,36,74579.44
1372,Canada,Vancouver,59,53619.45
1373,India,Mumbai,79,56919.72
1374,France,Marseille,75,45155.49
1375,Germany,Berlin,74,85519.62
1376,France,Paris,65,60781.3
1377,Canada,Toronto,18,45990.94
1378,Brazil,Sao Paulo,55,41369.99
1379,France,Marseille,26,22141.86
1380,USA,New York,77,26292.19
1381,Canada,Vancouver,22,39107.76
1382,Brazil,Rio de Janeiro,76,63924.91
1383,Germany,Munich,63,54891.7
1384,Brazil,Brasilia,59,31177.96
1385,USA,New York,51,36102.24
1386,Canada,Montreal,54,54224.05
1387,Germany,Berlin,50,75102.14
1388,USA,Chicago,42,33470.6
1389,Brazil,Brasilia,59,56884.05
1390,USA,New York,46,43318.52
1391,Canada,Montreal,75,43753.72
1392,India,Mumbai,42,32398.57
1393,USA,Los Angeles,71,59397.44
1394,USA,Los Angeles,76,42705.65
1395,Brazil,Rio de Janeiro,26,44727.06
1396,Brazil,Brasilia,79,64764.92
1397,Germany,Munich,20,65547.57
1398,Brazil,Sao Paulo,32,39052.72
1399,France,Lyon,21,54454.09
1400,Canada,Vancouver,62,63594.0
1401,Canada,Montreal,55,47248.22
1402,India,Mumbai,37,60056.07
1403,India,Bangalore,66,45221.56
1404,Canada,Montreal,40,44807.54
1405,India,Mumbai,54,36017.27
1406,Germany,Frankfurt,79,75679.92
1407,Brazil,Sao Paulo,64,42734.6
1408,Canada,Vancouver,25,37982.03
1409,India,Mumbai,74,34319.32
1410,Canada,Toronto,54,51267.74
1411,France,Paris,73,34745.74
1412,USA,Chicago,62,39311.75
1413,Brazil,Sao Paulo,50,61984.35
1414,Canada,Toronto,50,56730.75
1415,USA,New York,24,29820.25
1416,India,Delhi,39,60872.36
1417,USA,New York,22,50491.82
1418,Brazil,Brasilia,63,67057.42
1419,Canada,Toronto,32,71269.84
1420,France,Paris,38,25869.89
1421,India,Delhi,79,61469.46
1422,Canada,Toronto,42,74522.18
1423,Brazil,Brasilia,34,53144.73
1424,India,Mumbai,73,60323.26
1425,Germany,Frankfurt,67,53374.55
1426,USA,Los Angeles,24,64691.37
1427,Brazil,Sao Paulo,71,55752.35
1428,Germany,Munich,75,19664.41
1429,Canada,Toronto,67,48181.97
1430,France,Marseille,77,47212.82
1431,India,Delhi,78,60706.76
1432,USA,New York,36,67652.7
1433,India,Bangalore,69,46584.95
